 С своей стороны Троекуров столь же мало заботился о выигрыше им затеянного дела, Шабашкин за него хлопотал, действуя от его имени, стращая и подкупая судей и толкуя вкрив и впрям всевозможные указы.;Yhtä vähän ajatteli Troekurov puolestaan alkamaansa oikeusjuttua, Schabaschkin toimi hänen puolestaan ja hänen nimessään sekä selitti kaikki mahdolliset päätökset oman mielensä mukaan pelottaen ja lahjoen tuomareita.
 Как бы то ни было, 18… года, февраля 9 дня, Дубровский получил через городовую полицию приглашение явиться к ** земскому судье для выслушания решения оного по делу спорного имения между им, поручиком Дубровским, и генерал-аншефом Троекуровым, и для подписки своего удовольствия или неудовольствия.;Miten olikaan, niin jo 9 päivänä helmikuuta sai Dubrovskij kaupungin poliisilta käskyn tulia maan-oikeuteen kuulemaan päätöstä hänen, luutnantti Dubrovskijn ja kenraali Troekurovin välisessä riitajutussa, koskeva maatilan omistamista, sekä allekirjoittamaan joko tyytyväisyytensä tai tyytymättömyytensä siihen.
 В тот же день Дубровский отправился в город, ;Samana päivänä matkusti Dubrovskij kaupunkiin.
на дороге обогнал его Троекуров.;Tiellä saavutti Troekurov hänet.
 Они гордо взглянули друг на друга, и Дубровский заметил злобную улыбку на лице своего противника.;Ylpeästi katsahtivat he toinen toiseensa ja Dubrovskij huomasi ilkeän hymyn vastustajansa huulilla.
Приехав в город, Андрей Гаврилович остановился у знакомого купца, ночевал у него и на другой день утром явился в присутствие уездного суда.;Tultuaan kaupunkiin yöpyi Andrei Gavrilovitsch tutun kauppiaan luona ja meni seuraavana päivänä piiri-oikeuteen.
 Никто не обратил на него внимания.;Kukaan ei ollut häntä huomaavinaan.
 Вслед за ним приехал и Кирила Петрович.;Hänen perässään tuli Kirila Petrovitsch.
 Члены встретили его с изъявлениями глубокого подобострастия, придвинули ему кресла из уважения к его чину, летам и дородности,;Oikeudenjäsenet osoittivat hänelle suurta myötätuntoisuutta, ja kunnioittaen hänen virkaansa, ikäänsä ja lihavuuttaan toivat he hänelle nojatuolin.
 он сел при открытых дверях,;Troekurov istui.
 – Андрей Гаврилович стоя прислонился к стенке, ;Andrei Gavrilovitsch seisoi nojaten seinään.
– настала глубокая тишина, и секретарь звонким голосом стал читать определение суда.;Syntyi syvä hiljaisuus ja sihteeri alkoi sointuvalla äänellä lukea oikeuden päätöstä.
Нет нужды говорить о его содержании.;Sen sisällyksestä ei ole tarvis puhua.
 — Секретарь умолкнул, заседатель встал и с низким поклоном обратился к Троекурову, приглашая его подписать предлагаемую бумагу, ;Sihteeri vaikeni, asessori nousi ja matalalla äänellä kehoitti Troekurovia allekirjoittamaan asiakirjan.
и торжествующий Троекуров, взяв от него перо, подписал под решением суда совершенное свое удовольствие.;Iloisena otti Troekurov häneltä kynän ja kirjoitti oikeudenpäätöksen alle täydellisen hyväksymisensä.
Очередь была за Дубровским.;Nyt tuli Dubrovskijn vuoro.
 Секретарь поднес ему бумагу.;Sihteeri toi hänelle asiakirjan, 
 Но Дубровский стал неподвижен, потупя голову.;mutta Dubrovskij seisoi liikkumatta pää alaspäin.
Секретарь повторил ему свое приглашение подписать свое полное и совершенное удовольствие или явное неудовольствие, если паче чаяния чувствует по совести, что дело его есть правое, и намерен в положенное законами время просить по апелляции куда следует.;Sihteeri käski uudestaan hänen allekirjoittaa täydellisen suostumuksensa tai selvän tyytymättömyytensä, jos hän vastoin kaikkia arveluita omantuntonsa mukaan tuntee, että hänen asiansa on oikea ja aikoo laillisen ajan sisällä vedota ylempiin.
 Дубровский молчал… Вдруг он поднял голову, глаза его засверкали, он топнул ногою, оттолкнул секретаря с такою силою, что тот упал, и, схватив чернильницу, пустил ею в заседателя.;Dubrovskij oli ääneti … yht'äkkiä nosti hän päänsä, silmät säihkyivät, hän polki lattiaa, potkasi sihteerin pois sellaisella voimalla, että tämä kaatui lattialle, otti mustepullon ja heitti sen vasten asessorin naamaa.
 Все пришли в ужас.;Kaikki kauhistuivat.
Сторожа сбежались на шум и насилу им овладели.;Vahdit juoksivat kahakkaan ja töintuskin saivat hänet hillityksi.
 Его вывели и усадили в сани.;Dubrovskij vietiin ulos ja pantiin rekeen.
 Троекуров вышел вслед за ним, сопровождаемый всем судом.;Kaikkien tuomarien seuraamana tuli Troekurov hänen jälissään.
 Внезапное сумасшествие Дубровского сильно подействовало на его воображение и отравило его торжество.;Dubrovskijn äkkinäinen raivonkohtaus teki häneen syvän vaikutuksen.
Судьи, надеявшиеся на его благодарность, не удостоились получить от него ни единого приветливого слова.;Tuomarit, jotka toivoivat Troekurovilta kiitollisuutta, eivät saaneet ystävällistä sanaakaan.
 Он в тот же день отправился в Покровское.;Hän matkusti heti Pokrovskojeen omantunnon vaivaamana ja tyytymättömänä siihen voittoon, jonka hänen kateutensa oli saanut.
 Дубровский между тем лежал в постеле, уездный лекарь, по счастию не совершенный невежда, успел пустить ему кровь, приставить пиявки и шпанские мухи.;Dubrovskij sillä välin makasi vuoteellaan, piirilääkäri (jotenkin viisas mies) riensi heti iskemään hänestä suonta, asettamaan iilimatoja ja hispaniankärpäsiä.
 К вечеру ему стало легче, больной пришел в память.;Iltapuoleen tuli hän paremmaksi
 На другой день повезли его в Кистеневку, почти уже ему не принадлежащую.; ja toisena päivänä vietiin jo Kistenevkaan, joka jo oli melkein toisen omaisuutta.
Прошло несколько времени, а здоровье бедного Дубровского всё еще было плохо, ;Aikoja kului, mutta Dubrovskij oli vaan yhtä heikko.
правда, припадки сумасшествия уже не возобновлялись, но силы его приметно ослабевали.;Hänen raivoudenkohtauksensa eivät tosin uudistuneet, mutta voimat vähenivät huomattavasti.
 Он забывал свои прежние занятия, редко выходил из своей комнаты и задумывался по целым суткам.;Hän unohti askareensa, tuli harvoin ulos huoneesta ja oli ajatuksissaan koko vuorokaudet.
 Егоровна, добрая старуха, некогда ходившая за его сыном, теперь сделалась и его нянькою.;Tuo hyvä eukko Jegorovna, joka ennen oli hoitanut hänen poikaansa, tuli nyt hänen omaksi lapsenpiiakseen.
 Она смотрела за ним, как за ребенком, напоминала ему о времени пищи и сна, кормила его, укладывала спать.;Jegorovna hoiti häntä kuin lasta: muistutti, koska oli aika syödä ja nukkua, syötti häntä sekä asetti nukkumaan.
 Андрей Гаврилович тихо повиновался ей и кроме ее не имел ни с кем сношения.;Andrei Gavrilovitsch totteli Jegorovnaa eikä ollut kenenkään muun kanssa tekemisissä.
 Он был не в состоянии думать о своих делах, хозяйственных распоряжениях, и Егоровна увидела необходимость уведомить обо всем молодого Дубровского, служившего в одном из гвардейских пехотных полков и находящегося в то время в Петербурге.;Hän ei voinut ajatella asioitaan eikä taloudenhoitoaan, jonka vuoksi Jegorovna piti välttämättömänä ilmoittaa näistä seikoista nuorelle Dubrovskijlle, joka siihen aikaan palveli eräässä kaartin jalkaväki-rykmentissä Pietarissa.
 Итак, отодрав лист от расходной книги, она продиктовала повару Харитону, единственному кистеневскому грамотею, письмо, которое в тот же день и отослала в город на почту.;Hän repäsi lehden talous-kirjasta, saneli kirjeen kokki Haritonille, joka oli ainoa kirjoituksentaitava Kistenevkassa sekä lähetti sen samana päivänä kaupungin postiin.
Но пора читателя познакомить с настоящим героем нашей повести.;Jo on ehkä aika esitellä lukijalle kertomuksemme sankari.
Владимир Дубровский воспитывался в Кадетском корпусе и выпущен был корнетом в гвардию,;Vladimir Dubrovskij oli saanut kasvatuksensa kadetti-osastossa ja tuli kaartin kornetiksi.
 отец не щадил ничего для приличного его содержания, и молодой человек получал из дому более, нежели должен был ожидать.;Isä ei säästänyt hänen tähtensä mitään, ja hän sai kotoaan enemmän kuin hänen olisi pitänyt odottamankaan.
 Будучи расточителен и честолюбив, он позволял себе роскошные прихоти, играл в карты и входил в долги, не заботясь о будущем ;Ollen tulinen ja kunnianhimoinen antautui hän ylellisiin huvituksiin: pelasi korttia, meni takauksiin eikä huolehtinut tulevaisuudesta.
и предвидя себе рано или поздно богатую невесту, мечту бедной молодости.;Ajatteli kuitenkin joskus sivumennen, että ennemmin tai myöhemmin hänen täytyy hankkia itselleen rikas morsian.
Однажды вечером, когда несколько офицеров сидели у него, развалившись по диванам и куря из его янтарей, ;Eräänä iltana oli muutamia upseeria hänen luonaan loikoen sohvilla ja poltellen tupakkaa.
Гриша, его камердинер, подал ему письмо, коего надпись и печать тотчас поразили молодого человека.;Silloin antoi Grischa, hänen kamaripalvelijansa, hänelle kirjeen, jonka päällekirjoitus ja sinetti heti kummastuttivat nuorta miestä.
 Он поспешно его распечатал и прочел следующее:;Kiireesti avasi hän sen auki ja luki seuraavan:
«Государь ты наш, Владимир Андреевич, – я, твоя старая нянька, решилась тебе доложить о здоровье папенькином.;Meidän herramme Vladimir Andrejevitsch, minä, sinun vanha hoitajasi, rohkenen ilmoittaa sinulle isästäsi.
 Он очень плох, иногда заговаривается, и весь день сидит как дитя глупое, а в животе и смерти бог волен.;Hän on hyvin heikko, joskus höpisee, ja koko päivät istuu kuin tyhmä lapsi — mutta Jumala on elämän ja kuoleman Herra
 Приезжай ты к нам, соколик мой ясный, мы тебе и лошадей вышлем на Песочное.; — tule sinä luoksemme poikaseni, me lähetämme sinulle hevosetkin Pesotschnojeen.
 Слышно, земский суд к нам едет отдать нас под начал Кирилу Петровичу Троекурову, потому что мы, дескать, ихние, а мы искони ваши, – и отроду того не слыхивали.;Kuuluu, että oikeudenjäsenet tulevat tänne panemaan meidät Kirila Petrovitsch Troekurovin vallan alle — sentähden että me muka olemme hänen alamaisiaan, mutta me olemme ammon ajoista olleet teidän — emmekä tähän päivään saakka sellaista ole kuulleet.
 – Ты бы мог, живя в Петербурге, доложить о том царю-батюшке, а он бы не дал нас в обиду.;Kun asut Pietarissa, voisit siitä ilmoittaa Tsaari-Isälle ja hän ei sallisi, että meille tehdään vääryyttä.
 – Остаюсь твоя верная раба, нянька;Jään sinun uskolliseksi orjaksesi, lapsenhoitaja 
Орина Егоровна Бузырева.;Arina Jegorovna Busireva.
Владимир Дубровский несколько раз сряду перечитал сии довольно бестолковые строки с необыкновенным волнением.;Hämmästyksellä luki Vladimir Dubrovskij useammat kerrat peräkkäin nuo jotenkin sekavat rivit.
 Он лишился матери с малолетства и, почти не зная отца своего, был привезен в Петербург на восьмом году своего возраста, ;Hän oli jo pienenä kadottanut äitinsä ja kahdeksannella ollessaan oli hän tuotu Pietariin, jolloin hänen isänsä oli hänelle melkeen tuntematon.
со всем тем он романически был к нему привязан и тем более любил семейственную жизнь, чем менее успел насладиться ее тихими радостями.;Senpätähden oli hän romantillisesti häneen kiintynyt ja sitä enemmän rakasti perhe-elämää, mitä vähemmän hän kerkesi nauttimaan sen hiljaisia iloja.
Мысль потерять отца своего тягостно терзала его сердце, а положение бедного больного, которое угадывал он из письма своей няни, ужасало его.;Ajatus, että hän kadottaisi isänsä, koski häneen kovasti, ja sairas-raukan tila, jonka hän oli saanut tietää hoitajattarensa kirjeestä, kauhistutti häntä.
 Он воображал отца, оставленного в глухой деревне, на руках глупой старухи и дворни, угрожаемого каким-то бедствием и угасающего без помощи в мучениях телесных и душевных.;Hän kuvaili, että isänsä oli jätetty synkkään korpeen tyhmän eukon ja palvelijain hoitoon … köyhyyden uhkaamana ja kuolemaisillaan avutta ruumiillisissa ja hengellisissä vaivoissa.
 Владимир упрекал себя в преступном небрежении.;Vladimir Andrejevitsch moitti itseään huolimattomuudestaan.
 Долго не получал он от отца писем и не подумал о нем осведомиться, полагая его в разъездах или хозяйственных заботах.;Kun hän pitkään aikaan ei ollut saanut isästään tietoja, niin ei hän ollut ajatellutkaan tiedustella häntä, luullen hänen olevan matkoilla tai taloudentoimissaan.
Он решился к нему ехать и даже выйти в отставку, если болезненное состояние отца потребует его присутствия.;Hän päätti matkustaa tämän luo sekä ottaa virkaeron, jos isän sairaus vaatisi hänen läsnäoloaan.
 Товарищи, заметя его беспокойство, ушли.;Toverit menivät pois nähdessään hänen rauhattomuutensa.
 Владимир, оставшись один, написал просьбу об отпуске, – закурил трубку и погрузился в глубокие размышления.;Jäätyään yksin kirjoitti Vladimir virkavapauspyynnön, poltti tupakkaa ja vaipui syviin mietteisiin…
Владимир Андреевич приближался к той станции, с которой должен он был своротить на Кистеневку.;Vladimir Andrejevitsch lähestyi sitä asemaa, josta hänen piti kääntyä Kistenevkaan.
 Сердце его исполнено было печальных предчувствий, он боялся уже не застать отца в живых, он воображал грустный образ жизни, ожидающий его в деревне, глушь, безлюдие, бедность и хлопоты по делам, в коих он не знал никакого толку.;Surulliset aavistukset täyttivät hänen sydämensä: hän pelkäsi, ett'ei enää saa nähdä isäänsä elossa, hän kuvaili sitä ikävää elämää, joka odotti häntä maalla: synkkyys, yksinäisyys, köyhyys ja asiainhoito, joista hän ei ymmärtänyt mitään.
 Приехав на станцию, он вошел к смотрителю и спросил вольных лошадей.;Tultuaan kestikievariin meni hän sen hoitajan luo ja pyysi kyytihevosia.
 Смотритель осведомился, куда надобно было ему ехать, и объявил, что лошади, присланные из Кистеневки, ожидали его уже четвертые сутки.;Hoitaja tiedusteli mihin hänen piti matkustaman ja ilmoitti, että hevoset, jotka olivat lähetetyt Kistenevkasta, olivat odottaneet häntä jo neljä vuorokautta.
 Вскоре явился к Владимиру Андреевичу старый кучер Антон, некогда водивший его по конюшне и смотревший за его маленькой лошадкою.;Pian tuli Vladimir Andrejevitschin luo vanha Anton niminen kuski, joka joskus oli häntä ohjannut tallissa sekä hoitanut hänen pientä hevostaan.
 Антон прослезился, увидя его, поклонился ему до земи, сказал ему, что старый его барин еще жив, и побежал запрягать лошадей.;Antonille tuli kyynelet silmiin nähdessään nuoren herransa, hän kumarsi aina maahan asti ja ilmoitti, että vanha herra vielä eli sekä kiirehti valjastamaan hevosia.
 Владимир Андреевич отказался от предлагаемого завтрака и спешил отправиться.;Vladimir Andrejevitsch ei huolinut suuruksesta, vaan kiirehti lähtöä.
 Антон повез его проселочными дорогами, и между ими завязался разговор.;Anton vei häntä kyläteitä, ja keskustelu syntyi heidän välilleen.
– Скажи, пожалуйста, Антон, какое дело у отца моего с Троекуровым?;— Sanoppa, Anton, mitä isälläni on Troekurovin kanssa tekemistä?
– А бог их ведает, батюшка Владимир Андреевич… ;— Jumala ne yksin tietää, Vladimir Andrejevitsch, ystäväni.
Барин, слышь, не поладил с Кирилом Петровичем, а тот и подал в суд, хотя по часту он сам себе судия.;Herra ei kuulemma sopinut Kirila Petrovitschin kanssa, ja tämä antoi hänen tulla oikeuteen — vaikka Kirila Petrovitsch on osaksi oma tuomarinsa.
 Не наше холопье дело разбирать барские воли, а ей-богу, напрасно батюшка ваш пошел на Кирила Петровича, плетью обуха не перешибешь.;Meidän orjain ei sovi sekaantua herrojemme asioihin, mutta jumal'avita turhaan meni isänne käräjöimään Kirila Petrovitschin kanssa: ruoskalla ei hullua hillitä.
– Так, видно, этот Кирила Петрович у вас делает что хочет?;— Näyttää siis siltä, että tuo Kirila Petrovitsch tekee meillä mitä tahtoo?
– И вестимо, барин: ;— Aivan niin, herra.
заседателя, слышь, он и в грош не ставит, исправник у него на посылках.;Asessoria ei hän pidä kopekankaan arvoisena ja ispravnikka on pieni leikkikalu hänelle.
 Господа съезжаются к нему на поклон, и то сказать, было бы корыто, а свиньи-то будут.;Herrat käyvät kunniatervehdyksillä hänen luonaan — hän on niin sanoakseni kaukalo, jolle siat tulevat.
– Правда ли, что отымает он у нас имение?;— Onko totta, että hän ottaa talomme?
– Ох, барин, слышали так и мы.;— Oi, herra, niin me olemme kuulleet.
 На днях покровский пономарь сказал на крестинах у нашего старосты: полно вам гулять, вот ужо приберет вас к рукам Кирила Петрович.;"Näinä päivinä sanoi Pokrovskojelainen meidän kylänvanhimpamme luona ristijäisissä: ""tarpeeksenne jo olette laiskotellut, pian tulette Kirila Petrovitschin käsiin""."
 Микита кузнец и сказал ему: и полно, Савельич, не печаль кума, не мути гостей.;Mutta silloin sanoi seppä Mikita hänelle: piisaa jo Savelitsch, älä saata surua kummille äläkä loukkaa vieraita.
 Кирила Петрович сам по себе, а Андрей Гаврилович сам по себе, а все мы божьи да государевы, да ведь на чужой рот пуговицы не нашьешь.;Kirila Petrovitsch on Kirila Petrovitsch ja Andrei Gavrilovitsch on Andrei Gavrilovitsch — mutta kaikki me kuulumme Jumalalle ja Tsaarille, mutta vieraan suuta ei voi tukkia.
– Стало быть, вы не желаете перейти во владение Троекурову?;— Ehkä ette tahdo tulla Troekurovin vallan-alaisiksi.
– Во владение Кирилу Петровичу!;— Kirila Petrovitschin vallan-alaisiksi!
Господь упаси и избави: у него часом и своим плохо приходится, а достанутся чужие, так он с них не только шкурку, да и мясо-то отдерет.;Jumala varjelkoon ja suojelkoon!— hänen omillaankin on kova olo, ja jos vielä tulee vieraita — niin hän ei ainoastaan nylje heidän nahkaansa, vaan vieläpä repii heidän lihansakin.
 Нет, дай бог долго здравствовать Андрею Гавриловичу, а коли уж бог его приберет, так не надо нам никого, кроме тебя, наш кормилец.;Ei! Jumala antakoon vaan Andrei Gavrilovitschin vallita kauvan ja jos Jumala hänen ottaa pois, niin emme tahdo ketään muuta herraksemme kuin sinua, meidän elättäjäämme.
 Не выдавай ты нас, а мы уж за тебя станем.;Älä sinä jätä meitä, me puolustammekin sinua.
 – При сих словах Антон размахнул кнутом, тряхнул вожжами, и лошади его побежали крупной рысью.;— Näin sanoessaan heilutti Anton piiskaansa, nykäsi suitsista, ja hevoset juoksivat kovaa laukkaa.
Тронутый преданностию старого кучера, Дубровский замолчал и предался снова размышлениям.;Vanhan kuskin uskollisuus liikutti Dubrovskija, hän vaikeni ja vaipui mietteihinsä.
 Прошло более часа, вдруг Гриша пробудил его восклицанием: «Вот Покровское!» Дубровский поднял голову.;"Toista tuntia oli kulunut, kun yht'äkkiä Grischa herätti hänet huudollaan: ""Tuoss'on Pokrovskoje"", Dubrovskij kohotti päätään."
 Он ехал берегом широкого озера, из которого вытекала речка и вдали извивалась между холмами, на одном из них над густою зеленью рощи возвышалась зеленая кровля и бельведер огромного каменного дома, на другом пятиглавая церковь и старинная колокольня, около разбросаны были деревенские избы с их огородами и колодезями.;He ajoivat leveän järven rantaa, josta lähti pieni joki luikerrellen kukkulain välissä. Eräällä kukkulalla, viheriäisen lehdon yläpuolella kohosi viheriä katto ja suuren kivitalon seinä — kirkko vanhoine kellotapulineen, sekä ympärillä mökkejä yrttitarhoineen ja koivuineen.
 Дубровский узнал сии места, он вспомнил, что на сем самом холму играл он с маленькой Машей Троекуровой, которая была двумя годами его моложе и тогда уже обещала быть красавицей.;Dubrovskij tunsi tämän paikan, hän muisti, että hän juuri tällä samalla kummulla oli leikkinyt pienen Mascha Troekurovan kanssa, hänen, joka oli häntä kaksi vuotta nuorempi ja jo silloin oli sievä kaunottaren alku.
 Он хотел об ней осведомиться у Антона, но какая-то застенчивость удержала его.;Hän tahtoi tiedustella Antonilta tyttöä, mutta jokin voima pidätti häntä siitä.
Подъехав к господскому дому, он увидел белое платье, мелькающее между деревьями сада.;Lähestyessään herrastaloa näki hän valkean puvun vilahtelevan puutarhassa puitten välissä.
 В это время Антон ударил по лошадям и, повинуясь честолюбию, общему и деревенским кучерам как и извозчикам, пустился во весь дух через мост и мимо села.;Samassa löi Anton hevosia ja noudattaen kunnianhimoa, joka on yhteinen herrasajureille ja vossikoille, ajoi täyttä laukkaa yli sillan ja puutarhan sivutse.
 Выехав из деревни, поднялись они на гору, и Владимир увидел березовую рощу и влево на открытом месте серенький домик с красной кровлею.;Päästyään kylästä kohousivat he vuorelle ja Vladimir näki koivikon ja sen vasemmalla puolella, avonaisella paikalla, harmaan talon punaisine kattoineen.
Сердце в нем забилось, перед собою видел он Кистеневку и бедный дом своего отца.;Hänen sydämensä sykki — hänen edessään oli Kistenevka ja isänsä köyhä talo.
Через десять минут въехал он на барский двор.;Kymmenen minuutin perästä hän jo ajoi herrastalolle.
 Он смотрел вокруг себя с волнением неописанным.;Sanomattomalla mielenliikutuksella katseli hän ympärilleen.
 Двенадцать лет не видал он своей родины.;Kahteentoista vuoteen ei hän ollut nähnyt syntymäpaikkaansa.
 Березки, которые при нем только что были посажены около забора, выросли и стали теперь высокими ветвистыми деревьями.;Koivut, jotka silloin juuri olivat istutetut, olivat kasvaneet suuriksi ja tiheiksi puiksi.
 Двор, некогда украшенный тремя правильными цветниками, меж коими шла широкая дорога, тщательно выметаемая, обращен был в некошеный луг, на котором паслась опутанная лошадь.;Piha, jota ennen oli koristanut kolme kukkapenkkiä, joitten välitse puhtaaksi lakaistu tie kierteli, oli muuttunut villiksi niityksi, jolla hevonen kävi lie'assa.
 Собаки было залаяли, но, узнав Антона, умолкли и замахали косматыми хвостами.;Koirat alkoivat haukkua, mutta tunnettuaan Antonin vaikenivat heti ja heiluttelivat vaan karvaisia häntiään.
 Дворня высыпала из людских изоб и окружила молодого барина с шумными изъявлениями радости.;Mökeistä tuli alustalaisia, jotka ympäröivät nuoren herransa osottaen äännekkäillä huudoilla iloansa.
 Насилу мог он продраться сквозь их усердную толпу и взбежал на ветхое крыльцо, в сенях встретила его Егоровна и с плачем обняла своего воспитанника.;Töintuskin voi hän tunkeutua tuon innokkaan joukon lävitse ja juosta rappeutuneille portaille, Porstuassa kohtasi hän Jegorovnan, joka kyyneleet silmissä syleili kasvattiaan.
 «Здорово, здорово, няня, – повторял он, прижимая к сердцу добрую старуху, – что батюшка, где он?;— Terve, terve, hoitajani, sanoi Vladimir, likistäen rintaansa vasten vanhaa hyvää eukkoa, entäs isä? missä hän on? 
каков он?»;millainen hän on?
В эту минуту в залу вошел, насилу передвигая ноги, старик высокого роста, бледный и худой, в халате и колпаке.;Samassa astui saliin horjuvin askelin korkeavartaloinen, kalpea ja laiha ukko, puettuna yötakkiin ja myssyyn.
– Здравствуй, Володька!;— Missä on Volodka?
– сказал он слабым голосом, и Владимир с жаром обнял отца своего.;kysyi hän heikolla äänellä ja samassa Vladimir jo syleili innokkaasti isäänsä.
 Радость произвела в больном слишком сильное потрясение, он ослабел, ноги под ним подкосились, и он бы упал, если бы сын не поддержал его.;Ilo sai sairaan liian paljon vapisemaan, hän tuli hermottomaksi, jalkansa eivät häntä kannattaneet ja hän olisi kaatunut, ell'ei poikansa olisi tukenut häntä.
– Зачем ты встал с постели, – говорила ему Егоровна, – на ногах не стоишь, а туда же норовишь, куда и люди.;— Miksi nousit vuoteeltasi, sanoi Jegorovna hänelle, jaloillasi et voi seisoa ja pyrit kuitenkin ihmisten luo.
Старика отнесли в спальню.;Ukko kannettiin makuuhuoneesen.
 Он силился с ним разговаривать, но мысли мешались в его голове, и слова не имели никакой связи.;Hän voi kyllä puhua, mutta ajatukset sekosivat eikä sanoilla ollut mitään yhteyttä.
 Он замолчал и впал в усыпление.;Hän oli hiljaa ja vaipui uneen.
 Владимир поражен был его состоянием.;Vladimiria kauhistutti hänen tilansa.
 Он расположился в его спальне и просил оставить его наедине с отцом.;Hän jäi ukon huoneesen ja pyysi jäädä kahdenkesken isänsä kanssa.
 Домашние повиновались, и тогда все обратились к Грише и повели в людскую, где и угостили его по-деревенскому, со всевозможным радушием, измучив его вопросами и приветствиями.;Palvelijat tottelivat ja menivät väentupaan Grischan luo, jossa he omalla tavallaan kestitsivät häntä kaikella mahdollisella hyväsydämisyydellä kiusaten häntä kysymyksillään ja tervehdyksillään.
Где стол был яств, там гроб стоит.;
Несколько дней спустя после своего приезда молодой Дубровский хотел заняться делами, но отец его был не в состоянии дать ему нужные объяснения, у Андрея Гавриловича не было поверенного.;Dubrovskij tahtoi muutamia päiviä tulonsa jälkeen ryhtyä asioihin käsiksi, mutta isä ei voinut antaa hänelle tarpeellisia tietoja, eikä Andrei Gavrilovitschilla ollut asianajajaa.
 Разбирая его бумаги, нашел он только первое письмо заседателя и черновой ответ на оное, из того не мог он получить ясное понятие о тяжбе и решился ожидать последствий, надеясь на правоту самого дела.;Selaillessaan isänsä papereita löysi hän ainoastaan asessorin ensimmäisen kirjeen ja vastauksen siihen. Tästä hän ei voinut saada selvää käsitystä riita-asiasta, jonkatähden päätti odottaa sen ratkaisua, luottaen asian oikullisuuteen.
Между тем здоровье Андрея Гавриловича час от часу становилось хуже.;Sillä välin heikkoni Andrei Gavrilovitsch yhä.
 Владимир предвидел его скорое разрушение и не отходил от старика, впадшего в совершенное детство.;Vladimir vaali hellästi isäänsä, joka uudestaan oli muuttunut lapseksi, aavistaen, että tämän loppu oli lähellä.
Между тем положенный срок прошел, и апелляция не была подана.;Valitus-aika loppui sillävälin, eikä ylempiin oikeuksiin oltu vedottu.
 Кистеневка принадлежала Троекурову.;Kistenev kuului siis Troekuroville.
 Шабашкин явился к нему с поклонами и поздравлениями и просьбою назначить, когда угодно будет его высокопревосходительству вступить во владение новоприобретенным имением – самому или кому изволит он дать на то доверенность.;Schabaschkin tuli hänen luokseen onnittelemaan ja kysyi kumarrellen: koska Troekurov ottaa uuden tilan haltuunsa, hoitaako hän sitä itse vai antaako jollekin muulle hoidettavaksi?
 Кирила Петрович смутился.;Kirila Petrovitsch hämmästyi.
 От природы не был он корыстолюбив, желание мести завлекло его слишком далеко, совесть его роптала.;Luonteeltaan oli hän oikeutta harrastava, mutta kostonhimo oli vienyt hänet liian pitkälle. Omatunto vaivasi häntä.
 Он знал, в каком состоянии находился его противник, старый товарищ его молодости, и победа не радовала его сердце.;Hän tiesi, missä tilassa oli hänen vastustajansa, vanha nuoruudenystävänsä — ja voitto ei ilahuttanut häntä.
 Он грозно взглянул на Шабашкина, ища к чему привязаться, чтоб его выбранить, но не нашед достаточного к тому предлога, сказал ему сердито: «Пошел вон, не до тебя».;Hän heitti uhkaavan katseen Schabaschkiniin etsien syytä, josta voisi ruveta häntä torumaan, mutta kun hän ei mitään sellaista löytänyt, niin sanoi hän vaan vihaisesti: — Mene ulos, en tarvitse sinua!
Шабашкин, видя, что он не в духе, поклонился и спешил удалиться.;Kun Schabaschkin näki, että Troekurov ei ollut hyvällä päällä, lähti hän kumarrellen pois.
 А Кирила Петрович, оставшись наедине, стал расхаживать взад и вперед, насвистывая: «Гром победы раздавайся», что всегда означало в нем необыкновенное волнение мыслей.;"Jäätyään yksin alkoi Kirila Petrovitsch kävellä edestakaisin lattialla tuimaan viheltäen, ""Voiton huudot kaikukohot"". Tätä vihelsi hän aina ollessaan mielenkiihkossa."
Наконец он велел запрячь себе беговые дрожки, оделся потеплее (это было уже в конце сентября) и, сам правя, выехал со двора.;Vihdoin antoi hän valjastaa hevoset keveäin vaunujen eteen, pukeusi lämpösiin (oli jo syyskuun loppupuoli) ja istui itse ajamaan.
Вскоре завидел он домик Андрея Гавриловича, и противуположные чувства наполнили душу его.;Pian sai hän nähdä Andrei Gavrilovitschin talon. Vastakkaiset tunteet riehuivat hänen sydämessään.
 Удовлетворенное мщение и властолюбие заглушали до некоторой степени чувства более благородные, но последние, наконец, восторжествовали.;Kostonhimo ja vallanpyynti tukehuttivat osaksi hänen paremmat tunteensa. Mutta ne pääsivät kuitenkin lopulta voitolle.
 Он решился помириться с старым своим соседом, уничтожить и следы ссоры, возвратив ему его достояние.;Hän päätti sopia vanhan toverinsa kanssa, hävittää riidan jäljetkin antamalla tälle takaisin hänen omaisuutensa.
 Облегчив душу сим благим намерением, Кирила Петрович пустился рысью к усадьбе своего соседа и въехал прямо на двор.;Rauhoitettuaan omantuntonsa tällä hyvällä aikeella ajoi Kirila Petrovitsch täyttä laukkaa naapurinsa talolle — suoraan pihalle.
В это время больной сидел в спальной у окна.;Samaan aikaan istui sairas ikkunan ääressä.
 Он узнал Кирила Петровича, и ужасное смятение изобразилось на лице его: багровый румянец заступил место обыкновенной бледности, глаза засверкали, он произносил невнятные звуки.;Hän tunsi Kirila Petrovitschin — ja kauhistus kuvautui hänen kasvoissaan. Purppuranpuna levisi noille tavallisesti vaaleille kasvoille, silmät iskivät tulta ja hän lausui muutamia ymmärtämättömiä sanoja.
